role_name,high_priority_skills,mid_priority_skills,low_priority_skills
full stack developer,"html,css,javascript,java,python,php,sql,cpp,c++,mongodb,express,angular,react,node.js,http,rest","angular,react,react native,vue,git,github,database,c#,golang,ruby","soap,backbone.js,ember.js,redux,grunt,gulp,storybook,meteor.js,graphql"
